date,visitors,pageviews,sessions,bounced_sessions,avg_session_duration_secs,awards_week,awards_night
2018-07-11,13469,19585,13614,6576,318,0,0
2018-07-12,13044,18823,13031,6628,319,0,0
2018-07-13,12756,18378,12875,6343,312,0,0
2018-07-14,12056,17576,12218,6013,296,0,0
2018-07-15,10760,15569,10970,5416,330,0,0
2018-07-16,15624,22251,16045,6871,330,0,0
2018-07-17,16345,23123,16655,7928,264,0,0
2018-07-18,15970,21344,16284,9911,231,0,0
2018-07-19,9734,14262,9946,5626,287,0,0
2018-07-20,9257,13378,9375,5270,258,0,0
2018-07-21,9987,14081,9965,5170,279,0,0
2018-07-22,14751,22115,15158,7232,266,0,0
2018-07-23,11891,18826,12264,6064,318,0,0
2018-07-24,9892,15171,9910,5237,320,0,0
2018-07-25,8862,13174,8920,4972,333,0,0
2018-07-26,10174,14910,10313,5358,265,0,0
2018-07-27,9225,13393,9374,5077,308,0,0
2018-07-28,9197,13075,9385,4804,281,0,0
2018-07-29,8828,12721,8845,4700,289,0,0
2018-07-30,9379,13757,9448,5095,320,0,0
2018-07-31,11026,15377,11083,5518,297,0,0
2018-08-01,10924,14813,11003,5258,295,0,0
2018-08-02,9393,13447,9506,4875,298,0,0
2018-08-03,8612,12808,8770,4811,301,0,0
2018-08-04,8130,11814,8172,4640,255,0,0
2018-08-05,9189,12984,9302,4905,271,0,0
2018-08-06,8193,11929,8238,4652,310,0,0
2018-08-07,8916,12945,9027,4849,293,0,0
2018-08-08,9225,13631,9342,5097,330,0,0
2018-08-09,24499,31433,25040,10572,225,0,0
2018-08-10,16517,22140,16832,7779,282,0,0
2018-08-11,11421,16046,11629,5781,286,0,0
2018-08-12,10167,14776,10476,5173,283,0,0
2018-08-13,10238,15782,10413,5747,348,0,0
2018-08-14,10163,15071,10301,5799,292,0,0
2018-08-15,9199,13865,9330,5199,291,0,0
2018-08-16,15712,23476,16046,9177,247,0,0
2018-08-17,11571,17293,11787,6877,256,0,0
2018-08-18,9539,14508,9642,5405,284,0,0
2018-08-19,8731,13394,8809,4890,288,0,0
2018-08-20,9854,15232,9871,5566,300,0,0
2018-08-21,11491,17676,11565,6263,299,0,0
2018-08-22,9866,14917,10002,5556,319,0,0
2018-08-23,9532,14272,9681,5356,269,0,0
2018-08-24,12500,18400,12641,6368,247,0,0
2018-08-25,10492,16080,10578,5364,281,0,0
2018-08-26,10211,15215,10368,5229,255,0,0
2018-08-27,9868,15578,10002,5456,296,0,0
2018-08-28,11417,17155,11434,6604,264,0,0
2018-08-29,9398,14372,9476,5474,275,0,0
2018-08-30,8888,13367,8876,5288,280,0,0
2018-08-31,10104,15053,10166,6113,233,0,0
2018-09-01,8068,12752,8130,4791,276,0,0
2018-09-02,8418,13215,8518,4924,267,0,0
2018-09-03,8811,13675,8878,5194,253,0,0
2018-09-04,9484,14242,9360,5578,278,0,0
2018-09-05,9866,14843,9928,6065,249,0,0
2018-09-06,9203,14189,9303,5654,255,0,0
2018-09-07,9303,14019,9401,5526,256,0,0
2018-09-08,8487,12870,8483,4999,243,0,0
2018-09-09,8107,12271,8111,4770,295,0,0
2018-09-10,9589,14836,9686,5561,256,0,0
2018-09-11,11365,18947,11575,6493,312,0,0
2018-09-12,34804,45342,35866,14067,234,0,0
2018-09-13,38017,51866,39928,17114,269,0,0
2018-09-14,22600,32157,23539,11979,300,0,0
2018-09-15,17046,24855,17446,9256,264,0,0
2018-09-16,10883,16956,11197,6234,335,0,0
2018-09-17,11636,18299,11737,6788,296,0,0
2018-09-18,12115,18369,12050,6988,288,0,0
2018-09-19,12838,19122,12950,6860,313,0,0
2018-09-20,13749,22108,14144,7628,268,0,0
2018-09-21,11174,17922,11356,6334,277,0,0
2018-09-22,9108,14240,9151,5232,290,0,0
2018-09-23,9115,13905,9162,5347,290,0,0
2018-09-24,10172,15820,10368,5860,275,0,0
2018-09-25,10572,16927,10863,6260,278,0,0
2018-09-26,11873,18343,11970,6993,290,0,0
2018-09-27,12056,18037,12121,7017,277,0,0
2018-09-28,10128,15767,10243,6049,303,0,0
2018-09-29,9150,14105,9216,5345,272,0,0
2018-09-30,9987,15655,10145,5931,282,0,0
2018-10-01,10623,16516,10725,6215,264,0,0
2018-10-02,11575,17267,11682,6622,286,0,0
2018-10-03,11211,16801,11193,6396,262,0,0
2018-10-04,11693,16939,11467,6594,259,0,0
2018-10-05,11749,18060,11737,6587,255,0,0
2018-10-06,9752,14806,9731,5717,284,0,0
2018-10-07,9552,14551,9646,5599,271,0,0
2018-10-08,12069,17962,12161,6497,253,0,0
2018-10-09,14755,22843,14954,7904,326,0,0
2018-10-10,14698,22695,14922,7885,292,0,0
2018-10-11,17087,24788,17238,9019,265,0,0
2018-10-12,13107,19372,13348,7685,282,0,0
2018-10-13,9656,15072,9868,5688,276,0,0
2018-10-14,9806,15620,11992,7424,18,0,0
2018-10-15,11399,18164,14149,8527,18,0,0
2018-10-16,11089,17435,13719,8188,18,0,0
2018-10-17,14046,24466,17660,9459,21,0,0
2018-10-18,15779,27970,19366,10867,20,0,0
2018-10-19,14546,25714,17821,9843,21,0,0
2018-10-20,12101,21293,14783,8193,21,0,0
2018-10-21,12445,20525,12774,6163,259,0,0
2018-10-22,15770,24647,18560,9841,20,0,0
2018-10-23,13986,23469,17127,9662,20,0,0
2018-10-24,13059,21149,15620,9221,19,0,0
2018-10-25,12552,20583,15317,9391,17,0,0
2018-10-26,12348,19645,14655,8971,17,0,0
2018-10-27,10442,16872,12581,7665,18,0,0
2018-10-28,9750,15950,12018,7557,17,0,0
2018-10-29,12609,20919,15208,8648,19,0,0
2018-10-30,12068,19818,14388,8394,19,0,0
2018-10-31,12904,20528,15621,8031,19,0,0
2018-11-01,11369,17448,13505,8324,16,0,0
2018-11-02,10765,16969,12763,8101,17,0,0
2018-11-03,9907,15391,11562,7394,18,0,0
2018-11-04,10296,16757,12356,7849,18,0,0
2018-11-05,10967,16957,11205,6741,73,0,0
2018-11-06,10920,17389,11398,6869,72,0,0
2018-11-07,10030,15838,10534,6468,72,0,0
2018-11-08,10093,15361,10469,6430,65,0,0
2018-11-09,10185,15312,10605,6600,68,0,0
2018-11-10,9468,14203,9841,5933,64,0,0
2018-11-11,9835,15279,10139,6147,72,0,0
2018-11-12,10946,16954,11292,6760,72,0,0
2018-11-13,11421,17693,11809,6993,73,0,0
2018-11-14,13338,20119,13845,8021,72,0,0
2018-11-15,23750,34995,24659,13094,70,0,0
2018-11-16,19538,29465,20116,10815,69,0,0
2018-11-17,12206,18615,12648,7416,68,0,0
2018-11-18,11053,16901,11547,6794,70,0,0
2018-11-19,10408,16562,10820,6560,75,0,0
2018-11-20,12144,18093,12486,7302,66,0,0
2018-11-21,9468,14668,9828,5818,73,0,0
2018-11-22,8124,12263,8309,5063,70,0,0
2018-11-23,7855,12233,8093,4772,74,0,0
2018-11-24,8017,12899,8262,4725,79,0,0
2018-11-25,9007,14057,9384,5397,79,0,0
2018-11-26,11403,17785,11801,6688,82,0,0
2018-11-27,10513,17045,11050,6312,84,0,0
2018-11-28,11261,18229,11658,6705,85,0,0
2018-11-29,14385,22312,15066,8439,72,0,0
2018-11-30,17001,24996,17661,9601,68,0,0
2018-12-01,12955,19490,13588,8368,65,0,0
2018-12-02,16595,24702,17368,10140,67,0,0
2018-12-03,16837,27294,17774,10473,80,0,0
2018-12-04,16334,27024,17194,10394,76,0,0
2018-12-05,19303,33537,20831,12474,76,0,0
2018-12-06,35466,62256,38093,20544,70,0,0
2018-12-07,818792,1572079,940177,363567,113,1,1
2018-12-08,236576,440312,262488,140825,87,1,0
2018-12-09,112219,214665,123438,65423,91,0,0
2018-12-10,91037,166528,99749,52887,96,0,0
2018-12-11,66312,117292,71977,38213,100,0,0
2018-12-12,53198,95091,58518,27399,109,0,0
2018-12-13,44162,80658,48118,19065,123,0,0
2018-12-14,34731,62964,37956,15718,116,0,0
2018-12-15,28664,50486,31083,12987,115,0,0
2018-12-16,28095,49743,30334,12695,114,0,0
2018-12-17,27811,49407,29959,12511,116,0,0
2018-12-18,29905,50588,31823,12494,123,0,0
2018-12-19,32623,55388,34998,12803,127,0,0
2018-12-20,25702,44186,27304,10827,107,0,0
2018-12-21,25186,44597,26204,10807,103,0,0
2018-12-22,21301,38493,22834,9751,105,0,0
2018-12-23,22409,39980,24140,10726,98,0,0
2018-12-24,18133,31711,19176,8492,99,0,0
2018-12-25,17230,30036,18289,7795,107,0,0
2018-12-26,24720,40634,26178,9652,109,0,0
2018-12-27,26447,44501,28228,10611,104,0,0
2018-12-28,21935,39348,23355,9410,111,0,0
2018-12-29,22570,40028,24247,9277,110,0,0
2018-12-30,22830,40143,24225,9741,107,0,0
2018-12-31,31358,49465,33002,11766,87,0,0
2019-01-01,21417,38124,22787,9724,108,0,0
2019-01-02,24533,44342,26414,10402,114,0,0
2019-01-03,24163,44051,26006,10426,111,0,0
2019-01-04,25232,46178,27086,11060,116,0,0
2019-01-05,20213,37101,21798,9472,110,0,0
2019-01-06,31493,63585,33980,13453,115,0,0
2019-01-07,29682,55397,31450,13857,105,0,0
2019-01-08,26337,46816,27975,11895,111,0,0
2019-01-09,31050,55619,33313,12763,111,0,0
2019-01-10,34999,56375,37426,13665,95,0,0
2019-01-11,31253,50135,33438,12814,96,0,0
2019-01-12,26998,43730,28595,11218,100,0,0
2019-01-13,34839,55601,37569,14006,111,0,0
2019-01-14,26990,44739,29045,11822,107,0,0
2019-01-15,29177,50994,31692,13010,121,0,0
2019-01-16,31616,53170,34107,13817,116,0,0
2019-01-17,58691,88536,62756,20785,83,0,0
2019-01-18,34227,54681,36723,14943,94,0,0
2019-01-19,26904,44504,28843,12299,102,0,0
2019-01-20,29118,48212,30951,13288,102,0,0
2019-01-21,29985,49574,32036,14055,106,0,0
2019-01-22,37440,63960,39698,16221,115,0,0
2019-01-23,31014,53285,32866,13962,113,0,0
2019-01-24,36353,59189,38524,15587,102,0,0
2019-01-25,31596,51309,33667,13727,96,0,0
2019-01-26,26408,44203,28040,12041,100,0,0
2019-01-27,28425,48697,30381,13547,105,0,0
2019-01-28,38114,75119,41251,17392,111,0,0
2019-01-29,36275,63300,38824,16815,108,0,0
2019-01-30,31155,54759,33422,14496,109,0,0
2019-01-31,34887,60166,37220,14862,114,0,0
2019-02-01,37613,63519,40210,16487,110,0,0
2019-02-02,34877,61390,37097,15325,112,0,0
2019-02-03,74796,126660,80575,32287,111,0,0
2019-02-04,80591,148003,86157,33800,115,1,0
2019-02-05,98345,186102,106565,39057,119,1,0
2019-02-06,101785,186301,109714,37676,115,1,0
2019-02-07,135879,240734,145643,52024,105,1,0
2019-02-08,168197,301769,180904,68979,109,1,0
2019-02-09,259145,500178,288669,118470,115,1,0
2019-02-10,2990487,13494574,3915507,1017249,283,1,1
2019-02-11,1539061,3515775,1690040,591345,133,1,0
2019-02-12,457474,1042436,492235,194187,132,1,0
2019-02-13,581827,1137085,606438,199640,105,1,0
2019-02-14,262693,509914,279235,110270,99,1,0
2019-02-15,160188,319546,172766,76035,104,1,0
2019-02-16,127694,256767,138135,62810,103,1,0
2019-02-17,108026,212415,114833,50791,102,0,0
2019-02-18,77774,151607,83121,36931,105,0,0
2019-02-19,65533,124452,69865,31971,108,0,0
2019-02-20,86186,153757,89759,39171,103,0,0
2019-02-21,69340,121003,70986,31802,101,0,0
2019-02-22,59623,102010,61742,27754,102,0,0
2019-02-23,84807,136496,91101,35767,117,0,0
2019-02-24,113431,185158,118584,48063,88,0,0
2019-02-25,102842,159223,109512,47912,86,0,0
2019-02-26,57188,88008,59718,28044,91,0,0
2019-02-27,202980,352906,215909,81722,106,0,0
2019-02-28,63723,96865,67385,32709,83,0,0
2019-03-01,50175,74412,52749,26544,80,0,0
2019-03-02,39966,59770,42359,20951,80,0,0
2019-03-03,33334,49948,34898,17289,84,0,0
2019-03-04,27474,41430,28873,15020,85,0,0
2019-03-05,23031,35805,24472,12856,82,0,0
2019-03-06,23428,34070,23988,12642,76,0,0
2019-03-07,28237,40576,29692,13923,103,0,0
2019-03-08,26165,36537,27326,13459,86,0,0
2019-03-09,24003,34300,25061,12135,77,0,0
2019-03-10,38020,54122,39990,18804,73,0,0
2019-03-11,26326,39271,27647,13478,82,0,0
2019-03-12,21661,32256,22777,11605,79,0,0
2019-03-13,23679,33671,25071,11821,77,0,0
2019-03-14,28496,38551,29317,14914,70,0,0
2019-03-15,21397,30525,22659,11964,72,0,0
2019-03-16,20086,28442,21193,11165,64,0,0
2019-03-17,17242,25169,18164,9491,74,0,0
2019-03-18,19456,28043,20388,10841,76,0,0
2019-03-19,20798,29004,21840,11204,71,0,0
2019-03-20,20993,29559,21934,11303,72,0,0
2019-03-21,17566,24935,18394,9597,75,0,0
2019-03-22,16062,22612,16925,9000,69,0,0
2019-03-23,15258,21927,16143,8319,69,0,0
2019-03-24,15189,21879,16044,8377,74,0,0
2019-03-25,16231,23485,17043,9059,76,0,0
2019-03-26,19386,26646,20230,9802,92,0,0
2019-03-27,17243,24409,18032,9381,76,0,0
2019-03-28,18838,26341,19868,9575,68,0,0
2019-03-29,16320,23334,17171,9154,68,0,0
2019-03-30,14453,20525,15117,7896,70,0,0
2019-03-31,16833,23637,17673,9569,66,0,0
2019-04-01,21656,30396,22570,13310,64,0,0
2019-04-02,17788,25540,18376,10001,74,0,0
2019-04-03,16558,23438,17386,9474,69,0,0
2019-04-04,18398,25352,19152,10264,64,0,0
2019-04-05,16889,24098,17691,9366,70,0,0
2019-04-06,13128,19143,13924,7132,73,0,0
2019-04-07,15262,21817,16033,8269,75,0,0
2019-04-08,16089,23262,16909,9267,80,0,0
2019-04-09,15928,23381,16717,8824,77,0,0
2019-04-10,14650,21123,15293,8228,82,0,0
2019-04-11,15700,23201,16598,8993,77,0,0
2019-04-12,24210,31699,25367,11286,72,0,0
2019-04-13,24621,31514,25851,11517,59,0,0
2019-04-14,18479,25283,19590,9684,70,0,0
2019-04-15,14331,20204,15097,8106,74,0,0
2019-04-16,15013,21654,15921,8217,75,0,0
2019-04-17,15252,21371,16222,8360,72,0,0
2019-04-18,15096,20669,15756,8175,72,0,0
2019-04-19,13852,18967,14408,7380,73,0,0
2019-04-20,13312,18226,13862,6961,70,0,0
2019-04-21,28803,40847,30229,11451,74,0,0
2019-04-22,20577,28934,21593,10084,85,0,0
2019-04-23,17208,24969,18235,8961,100,0,0
2019-04-24,13534,19797,14350,7540,90,0,0
2019-04-25,12814,18761,13471,7453,83,0,0
2019-04-26,12365,17882,12967,7167,83,0,0
2019-04-27,10679,15677,11335,6221,80,0,0
2019-04-28,10767,15946,11292,6060,84,0,0
2019-04-29,12443,18374,13305,7111,79,0,0
2019-04-30,12067,17350,12641,6988,77,0,0
2019-05-01,14844,21638,15593,8499,75,0,0
2019-05-02,15210,22163,16028,8672,73,0,0
2019-05-03,14414,20158,15074,8418,64,0,0
2019-05-04,20138,28287,21140,13744,54,0,0
2019-05-05,14305,20290,15040,7537,67,0,0
2019-05-06,14208,20349,14838,7882,75,0,0
2019-05-07,12787,18378,13436,7307,75,0,0
2019-05-08,11946,17483,12736,6925,77,0,0
2019-05-09,12415,18017,12926,6622,79,0,0
2019-05-10,11853,16821,12402,6412,79,0,0
2019-05-11,10256,14932,10865,5946,73,0,0
2019-05-12,9656,14281,10297,5692,77,0,0
2019-05-13,10554,15211,10980,6056,80,0,0
2019-05-14,11229,16285,11863,6574,80,0,0
2019-05-15,12654,17915,13232,7503,72,0,0
2019-05-16,11777,16651,12321,6830,73,0,0
2019-05-17,14610,19451,15306,7650,74,0,0
2019-05-18,12154,16288,12765,6306,75,0,0
2019-05-19,10019,14221,10436,5498,76,0,0
2019-05-20,11498,15855,11640,6271,76,0,0
2019-05-21,14228,15865,11914,6305,78,0,0
2019-05-22,12342,15532,11637,6589,76,0,0
2019-05-23,11233,15575,11582,6587,68,0,0
2019-05-24,10679,14604,11051,6255,70,0,0
2019-05-25,9352,12768,9638,5343,66,0,0
2019-05-26,9113,12922,9487,5126,78,0,0
2019-05-27,10675,16479,11319,5892,79,0,0
2019-05-28,11156,16027,11631,6412,85,0,0
2019-05-29,11724,16378,12371,6250,77,0,0
2019-05-30,10534,15021,10974,6215,76,0,0
2019-05-31,11459,15778,11969,7073,65,0,0
2019-06-01,10969,15236,11465,6242,69,0,0
2019-06-02,10684,14872,11120,5924,76,0,0
2019-06-03,11660,16527,12255,6807,77,0,0
2019-06-04,11449,16748,12103,6819,78,0,0
2019-06-05,11164,16837,12042,6803,78,0,0
2019-06-06,40281,56659,46050,13940,73,0,0
2019-06-07,18913,26064,20341,8981,67,0,0
2019-06-08,12351,17243,13046,6745,68,0,0
2019-06-09,13720,19221,14506,7307,75,0,0
2019-06-10,14512,21045,15303,7813,75,0,0
2019-06-11,14209,20085,14991,7159,83,0,0
2019-06-12,21372,28002,22469,8975,92,0,0
2019-06-13,19877,27064,21102,12664,66,0,0
2019-06-14,14693,20061,15590,9417,60,0,0
2019-06-15,11110,15609,11895,6897,60,0,0
2019-06-16,10239,14384,10646,5951,77,0,0
2019-06-17,11403,16328,11956,6839,71,0,0
2019-06-18,11317,16183,11856,6490,73,0,0
2019-06-19,11584,16593,12058,6772,75,0,0
2019-06-20,15610,21956,16638,9278,68,0,0
2019-06-21,14676,20373,15467,7635,72,0,0
2019-06-22,14357,19722,14972,7527,67,0,0
2019-06-23,12298,17456,13042,6842,73,0,0
2019-06-24,12318,18682,13097,6786,84,0,0
2019-06-25,18073,25187,19304,9631,69,0,0
2019-06-26,14551,20882,15452,7535,75,0,0
2019-06-27,16932,22637,17748,6871,82,0,0
2019-06-28,13384,18785,14264,6244,91,0,0
2019-06-29,11742,16665,12474,7238,73,0,0
2019-06-30,10061,14381,10608,5778,77,0,0
2019-07-01,10324,15336,11026,5762,86,0,0
2019-07-02,10654,15798,11292,5942,86,0,0
2019-07-03,10118,14952,10768,5596,87,0,0
2019-07-04,9032,12833,9506,5037,76,0,0
2019-07-05,8669,12947,9276,5110,79,0,0
2019-07-06,9850,14240,10415,5994,71,0,0
2019-07-07,13922,20236,14559,7414,69,0,0
2019-07-08,10866,17110,11768,6182,82,0,0
2019-07-09,9491,14362,10054,5350,86,0,0
2019-07-10,11413,16263,11934,6645,81,0,0
2019-07-11,11903,16926,12695,6428,98,0,0
2019-07-12,10895,15753,11616,5898,80,0,0
2019-07-13,10120,14423,10666,5644,73,0,0
2019-07-14,9949,14394,10442,5364,75,0,0
2019-07-15,9841,14865,10474,5722,80,0,0
2019-07-16,4176,3958,4346,1376,76,0,0
2019-07-17,12091,17422,12775,6599,78,0,0
2019-07-18,11985,17731,12763,6887,73,0,0
2019-07-19,13587,19481,14181,6992,68,0,0
2019-07-20,20035,26922,20867,8817,62,0,0
2019-07-21,14439,20217,15214,7372,63,0,0
2019-07-22,12337,17790,13115,6840,77,0,0
2019-07-23,15058,20678,15940,8629,84,0,0
2019-07-24,12571,18420,13397,6632,94,0,0
2019-07-25,10667,15746,11308,6345,78,0,0
2019-07-26,10266,15396,10966,6336,73,0,0
2019-07-27,10433,15119,11132,6044,70,0,0
2019-07-28,10215,14895,10903,5948,72,0,0
2019-07-29,13938,19368,14627,7304,93,0,0
2019-07-30,5964,7773,6325,2467,86,0,0
2019-07-31,11359,16330,11997,6786,76,0,0
2019-08-01,12507,17639,13281,7699,83,0,0
2019-08-02,10905,15866,11561,6287,84,0,0
2019-08-03,9087,13134,9665,5531,76,0,0
2019-08-04,9963,14563,10632,5656,79,0,0
2019-08-05,12422,17279,13065,6728,70,0,0
2019-08-06,11118,16524,11877,6032,76,0,0
2019-08-07,10262,15004,10932,5969,75,0,0
2019-08-08,14950,20165,15679,7302,81,0,0
2019-08-09,15261,20305,16127,7469,97,0,0
2019-08-10,12390,17348,13249,6527,93,0,0
2019-08-11,10405,14656,10996,5914,79,0,0
2019-08-12,18366,24391,19344,7647,76,0,0
2019-08-13,22868,29473,23849,10105,65,0,0
2019-08-14,12030,16952,12746,6909,69,0,0
2019-08-15,12000,15960,12515,6537,91,0,0
2019-08-16,11373,15525,11922,6860,74,0,0
2019-08-17,9070,13362,9651,5355,79,0,0
2019-08-18,8840,13295,9445,5178,80,0,0
2019-08-19,9310,13995,9814,5643,76,0,0
2019-08-20,10197,14888,10819,5819,71,0,0
2019-08-21,11365,15865,11996,6092,68,0,0
2019-08-22,9347,12687,9742,4378,76,0,0
2019-08-23,8160,11245,8523,4174,73,0,0
2019-08-24,7001,9968,7310,3539,79,0,0
2019-08-25,6959,9739,7241,3515,76,0,0
2019-08-26,8033,12085,8496,4072,83,0,0
2019-08-27,8315,12225,8797,4307,81,0,0
2019-08-28,16128,23256,17176,8092,65,0,0
2019-08-29,12813,18124,13458,6553,75,0,0
2019-08-30,10930,15938,11504,5591,75,0,0
2019-08-31,14794,18583,15549,4947,50,0,0
2019-09-01,14627,17877,15121,4827,49,0,0
2019-09-02,8695,12655,9176,4346,79,0,0
2019-09-03,8340,12519,8781,4285,80,0,0
2019-09-04,10296,13732,10767,4909,73,0,0
2019-09-05,25821,30424,26382,8042,86,0,0
2019-09-06,11170,14380,11742,5360,79,0,0
2019-09-07,10037,13005,10528,4615,80,0,0
2019-09-08,9921,13048,10285,4307,79,0,0
2019-09-09,7993,11929,8515,4135,83,0,0
2019-09-10,7871,11633,8298,3829,91,0,0
2019-09-11,15129,17449,15883,7896,91,0,0
2019-09-12,11051,13777,11461,5312,91,0,0
2019-09-13,18065,21594,18658,12083,54,0,0
2019-09-14,23228,27025,23578,17495,37,0,0
2019-09-15,18797,22900,19270,13640,44,0,0
2019-09-16,14136,17913,14702,9333,57,0,0
2019-09-17,9528,13382,10084,5203,76,0,0
2019-09-18,9187,13050,9661,4671,77,0,0
2019-09-19,9078,12770,9630,4570,83,0,0
2019-09-20,10102,13531,10645,5333,74,0,0
2019-09-21,10161,13843,10710,5251,73,0,0
2019-09-22,13074,18192,13544,6246,68,0,0
2019-09-23,11947,17078,12455,6304,75,0,0
2019-09-24,27064,34492,28229,8150,63,0,0
2019-09-25,20065,28921,21178,8656,81,0,0
2019-09-26,16694,25131,17588,8117,72,0,0
2019-09-27,13417,20939,14267,6703,73,0,0
2019-09-28,11283,17859,12065,5695,78,0,0
2019-09-29,10719,16852,11446,5537,77,0,0
2019-09-30,11582,17360,12392,5776,81,0,0
2019-10-01,12212,17328,12816,5960,76,0,0
2019-10-02,11405,16876,12034,5600,75,0,0
2019-10-03,11627,17068,12341,5862,81,0,0
2019-10-04,11427,16908,12244,5625,79,0,0
2019-10-05,12796,20098,13735,6813,66,0,0
2019-10-06,14441,23729,15540,7614,72,0,0
2019-10-07,17752,27229,18772,10274,64,0,0
2019-10-08,16721,25420,17664,8771,70,0,0
2019-10-09,13744,21194,14515,6879,75,0,0
2019-10-10,12265,19320,13126,5995,77,0,0
2019-10-11,10819,15829,11510,5576,71,0,0
2019-10-12,10731,15343,11457,5304,73,0,0
2019-10-13,11359,16675,12208,5235,76,0,0
2019-10-14,11114,15872,11783,5421,72,0,0
2019-10-15,10913,15477,11404,5661,72,0,0
2019-10-16,9965,14896,10591,5298,76,0,0
2019-10-17,10564,15268,11211,5667,72,0,0
2019-10-18,10955,15391,11645,5984,68,0,0
2019-10-19,9374,14128,9831,4996,73,0,0
2019-10-20,9363,14163,9980,5030,70,0,0
2019-10-21,10841,15819,11470,4981,72,0,0
2019-10-22,12348,17285,13163,5929,69,0,0
2019-10-23,9297,13491,9827,4796,80,0,0
2019-10-24,10441,15149,11055,5138,91,0,0
2019-10-25,11573,16098,12315,6094,69,0,0
2019-10-26,9629,13729,10105,5140,72,0,0
2019-10-27,8494,12702,9068,4662,69,0,0
2019-10-28,9180,13755,9759,4941,75,0,0
2019-10-29,10130,14605,10694,5328,80,0,0
2019-10-30,9234,13093,9767,4787,78,0,0
2019-10-31,7856,11073,8183,4109,78,0,0
2019-11-01,9494,13369,10037,5038,79,0,0
2019-11-02,8702,12735,9118,4311,75,0,0
2019-11-03,10333,14736,10771,4895,74,0,0
2019-11-04,9978,14584,10543,5140,75,0,0
2019-11-05,10297,14928,10967,5165,72,0,0
2019-11-06,10591,14923,11110,5531,74,0,0
2019-11-07,9534,14168,10082,4993,78,0,0
2019-11-08,8732,12936,9184,4477,79,0,0
2019-11-09,8736,12271,9174,4465,76,0,0
2019-11-10,9430,14059,10023,4782,74,0,0
2019-11-11,10541,15736,11207,5397,79,0,0
2019-11-12,11674,17844,12547,5524,85,0,0
2019-11-13,16101,22758,16984,6879,79,0,0
2019-11-14,35920,47951,38470,12996,72,0,0
2019-11-15,31921,40709,33095,11905,66,0,0
2019-11-16,20894,30222,21928,9041,67,0,0
2019-11-17,15511,23757,16273,7167,76,0,0
2019-11-18,22021,32224,23391,8583,74,0,0
2019-11-19,82270,167996,93174,26490,101,1,1
2019-11-20,1130463,1648239,1266668,334908,151,1,0
2019-11-21,299375,391840,327475,122804,122,1,0
2019-11-22,117189,159397,130105,50234,120,1,0
2019-11-23,80045,112196,88071,34198,118,1,0
2019-11-24,82649,121816,90178,34349,115,1,0
2019-11-25,77906,122232,85790,32086,107,0,0
2019-11-26,61179,104900,68266,22569,105,0,0
2019-11-27,62492,114200,71187,20132,94,0,0
2019-11-28,38787,66015,42528,14239,91,0,0
2019-11-29,30157,50691,32560,10628,96,0,0
2019-11-30,27939,45503,30239,10255,90,0,0
2019-12-01,24553,37584,26007,9342,97,0,0
2019-12-02,22364,34416,23810,8991,102,0,0
2019-12-03,22129,34005,23924,9154,102,0,0
2019-12-04,24693,36077,26619,10606,96,0,0
2019-12-05,25202,36047,26643,10751,95,0,0
2019-12-06,21967,32791,23657,9747,98,0,0
2019-12-07,18397,27406,19723,8663,98,0,0
2019-12-08,20762,30991,22423,9932,96,0,0
2019-12-09,25476,38792,27703,11420,98,0,0
2019-12-10,25792,38603,27751,11451,100,0,0
2019-12-11,23778,33978,25450,11160,99,0,0
2019-12-12,20997,30602,22870,9645,97,0,0
2019-12-13,20475,29799,22249,9677,96,0,0
2019-12-14,18742,27880,20367,9217,98,0,0
2019-12-15,19131,27595,20439,9016,99,0,0
2019-12-16,18022,26803,19511,8583,102,0,0
2019-12-17,19550,28747,20888,8966,106,0,0
2019-12-18,18721,26936,19973,8627,100,0,0
2019-12-19,18308,26561,19588,9033,96,0,0
2019-12-20,17747,25199,19122,8663,87,0,0
2019-12-21,15927,23174,17305,8113,89,0,0
2019-12-22,15731,23614,17337,8033,95,0,0
2019-12-23,16400,23477,17524,7637,94,0,0
2019-12-24,15063,21327,16201,6988,91,0,0
2019-12-25,14357,20952,15384,6885,91,0,0
2019-12-26,15433,23630,16581,7379,102,0,0
2019-12-27,16127,23795,17490,7969,97,0,0
2019-12-28,16420,24097,17577,7877,99,0,0
2019-12-29,18250,26428,19465,8699,100,0,0
2019-12-30,18083,27361,19740,8439,104,0,0
2019-12-31,29389,37027,31068,13385,69,0,0
2020-01-01,18485,26293,19936,8896,98,0,0
2020-01-02,20550,30007,22236,9024,107,0,0
2020-01-03,20712,29158,22353,9076,99,0,0
2020-01-04,20738,29467,22157,9657,99,0,0
2020-01-05,30413,42773,31971,14995,95,0,0
2020-01-06,34103,46393,36787,18640,85,0,0
2020-01-07,27628,41006,29776,12977,107,0,0
2020-01-08,44062,60557,47554,16973,93,0,0
2020-01-09,33177,46770,35669,14232,98,0,0
2020-01-10,27813,39093,29454,12121,100,0,0
2020-01-11,35869,51048,38471,15381,97,0,0
2020-01-12,33297,48803,36243,15027,103,0,0
2020-01-13,33987,49624,36675,14498,114,0,0
2020-01-14,52583,75105,56261,23422,95,0,0
2020-01-15,58571,86819,63958,25878,101,0,0
2020-01-16,40561,60485,43829,17747,110,0,0
2020-01-17,37597,55752,40722,16314,108,0,0
2020-01-18,34892,50430,37524,15847,100,0,0
